id,kanjis_id,read_full,yomigana,okurigana,is_japanese_reading
1,1,ア,ア,,false
2,2,アイ,アイ,,false
3,2,あわ-れ,あわ,れ,true
4,2,あわ-れむ,あわ,れむ,true
5,3,アイ,アイ,,false
6,4,アイ,アイ,,false
7,5,アイ,アイ,,false
8,6,アク,アク,,false
9,6,オ,オ,,false
10,6,わる-い,わる,い,true
11,7,アク,アク,,false
12,7,にぎ-る,にぎ,る,true
13,8,アツ,アツ,,false
14,9,あつか-う,あつか,う,true
15,10,あ-てる,あ,てる,true
16,11,あらし,あらし,,true
17,12,アン,アン,,false
18,12,やす-い,やす,い,true
19,13,アン,アン,,false
20,14,アン,アン,,false
21,14,くら-い,くら,い,true
22,15,イ,イ,,false
23,16,イ,イ,,false
24,16,ころも,ころも,,true
25,17,イ,イ,,false
26,17,くらい,くらい,,true
27,18,イ,イ,,false
28,18,かこ-む,かこ,む,true
29,18,かこ-う,かこ,う,true
30,19,イ,イ,,false
31,20,イ,イ,,false
32,20,エ,エ,,false
33,21,イ,イ,,false
34,21,ゆだ-ねる,ゆだ,ねる,true
35,22,イ,イ,,false
36,23,イ,イ,,false
37,24,イ,イ,,false
38,24,おそ-れる,おそ,れる,true
39,25,イ,イ,,false
40,26,イ,イ,,false
41,27,イ,イ,,false
42,27,こと,こと,,true
43,28,イ,イ,,false
44,28,うつ-る,うつ,る,true
45,28,うつ-す,うつ,す,true
46,29,イ,イ,,false
47,29,な-える,な,える,true
48,30,イ,イ,,false
49,30,えら-い,えら,い,true
50,31,イ,イ,,false
51,32,イ,イ,,false
52,33,イ,イ,,false
53,34,イ,イ,,false
54,34,ちが-う,ちが,う,true
55,34,ちが-える,ちが,える,true
56,35,イ,イ,,false
57,36,イ,イ,,false
58,36,なぐさ-める,なぐさ,める,true
59,36,なぐさ-む,なぐさ,む,true
60,37,イ,イ,,false
61,37,ユイ,ユイ,,false
62,38,イ,イ,,false
63,39,イキ,イキ,,false
64,40,イク,イク,,false
65,40,そだ-つ,そだ,つ,true
66,40,そだ-てる,そだ,てる,true
67,40,はぐく-む,はぐく,む,true
68,41,イチ,イチ,,false
69,41,イツ,イツ,,false
70,41,ひと,ひと,,true
71,41,ひと-つ,ひと,つ,true
72,42,イチ,イチ,,false
73,43,イツ,イツ,,false
74,44,いばら,いばら,,true
75,45,いも,いも,,true
76,46,イン,イン,,false
77,46,ひ-く,ひ,く,true
78,46,ひ-ける,ひ,ける,true
79,47,イン,イン,,false
80,47,しるし,しるし,,true
81,48,イン,イン,,false
82,48,よ-る,よ,る,true
83,49,イン,イン,,false
84,50,イン,イン,,false
85,51,イン,イン,,false
86,52,イン,イン,,false
87,53,イン,イン,,false
88,53,みだ-ら,みだ,ら,true
89,54,イン,イン,,false
90,54,かげ,かげ,,true
91,54,かげ-る,かげ,る,true
92,55,イン,イン,,false
93,55,の-む,の,む,true
94,56,イン,イン,,false
95,56,かく-す,かく,す,true
96,56,かく-れる,かく,れる,true
97,57,イン,イン,,false
98,58,ウ,ウ,,false
99,58,ユウ,ユウ,,false
100,58,みぎ,みぎ,,true
101,59,ウ,ウ,,false
102,60,ウ,ウ,,false
103,60,は,は,,true
104,60,はね,はね,,true
105,61,ウ,ウ,,false
106,61,あめ,あめ,,true
107,61,あま,あま,,true
108,62,うた,うた,,true
109,63,ウツ,ウツ,,false
110,64,うね,うね,,true
111,65,うら,うら,,true
112,66,ウン,ウン,,false
113,66,はこ-ぶ,はこ,ぶ,true
114,67,ウン,ウン,,false
115,67,くも,くも,,true
116,68,エイ,エイ,,false
117,68,なが-い,なが,い,true
118,69,エイ,エイ,,false
119,69,およ-ぐ,およ,ぐ,true
120,70,エイ,エイ,,false
121,71,エイ,エイ,,false
122,71,うつ-る,うつ,る,true
123,71,うつ-す,うつ,す,true
124,71,は-える,は,える,true
125,72,エイ,エイ,,false
126,72,さか-える,さか,える,true
127,72,は-え,は,え,true
128,72,は-える,は,える,true
129,73,エイ,エイ,,false
130,73,いとな-む,いとな,む,true
131,74,エイ,エイ,,false
132,74,よ-む,よ,む,true
133,75,エイ,エイ,,false
134,75,かげ,かげ,,true
135,76,エイ,エイ,,false
136,76,するど-い,するど,い,true
137,77,エイ,エイ,,false
138,78,エキ,エキ,,false
139,78,イ,イ,,false
140,78,やさ-しい,やさ,しい,true
141,79,エキ,エキ,,false
142,79,ヤク,ヤク,,false
143,80,エキ,エキ,,false
144,80,ヤク,ヤク,,false
145,81,エキ,エキ,,false
146,82,エキ,エキ,,false
147,83,エツ,エツ,,false
148,84,エツ,エツ,,false
149,84,こ-す,こ,す,true
150,84,こ-える,こ,える,true
151,85,エツ,エツ,,false
152,86,エツ,エツ,,false
153,87,エン,エン,,false
154,87,まる-い,まる,い,true
155,88,エン,エン,,false
156,88,の-びる,の,びる,true
157,88,の-べる,の,べる,true
158,88,の-ばす,の,ばす,true
159,89,エン,エン,,false
160,89,そ-う,そ,う,true
161,90,エン,エン,,false
162,90,ほのお,ほのお,,true
163,91,エン,エン,,false
164,91,オン,オン,,false
165,92,エン,エン,,false
166,93,エン,エン,,false
167,94,エン,エン,,false
168,95,エン,エン,,false
169,95,その,その,,true
170,96,エン,エン,,false
171,96,けむ-る,けむ,る,true
172,96,けむり,けむり,,true
173,96,けむ-い,けむ,い,true
174,97,エン,エン,,false
175,97,さる,さる,,true
176,98,エン,エン,,false
177,98,オン,オン,,false
178,98,とお-い,とお,い,true
179,99,エン,エン,,false
180,99,なまり,なまり,,true
181,100,エン,エン,,false
182,100,しお,しお,,true
183,101,エン,エン,,false
184,102,エン,エン,,false
185,102,ふち,ふち,,true
186,103,エン,エン,,false
187,103,つや,つや,,true
188,104,オ,オ,,false
189,104,けが-す,けが,す,true
190,104,けが-れる,けが,れる,true
191,104,けが-らわしい,けが,らわしい,true
192,104,よご-す,よご,す,true
193,104,よご-れる,よご,れる,true
194,104,きたな-い,きたな,い,true
195,105,オウ,オウ,,false
196,106,オウ,オウ,,false
197,107,オウ,オウ,,false
198,108,オウ,オウ,,false
199,108,こた-える,こた,える,true
200,109,オウ,オウ,,false
201,110,オウ,オウ,,false
202,110,お-す,お,す,true
203,110,お-さえる,お,さえる,true
204,111,オウ,オウ,,false
205,112,オウ,オウ,,false
206,113,オウ,オウ,,false
207,113,なぐ-る,なぐ,る,true
208,114,オウ,オウ,,false
209,114,さくら,さくら,,true
210,115,オウ,オウ,,false
211,116,オウ,オウ,,false
212,116,おく,おく,,true
213,117,オウ,オウ,,false
214,117,よこ,よこ,,true
215,118,おか,おか,,true
216,119,オク,オク,,false
217,119,や,や,,true
218,120,オク,オク,,false
219,121,オク,オク,,false
220,122,オク,オク,,false
221,123,おそれ,おそれ,,true
222,124,オツ,オツ,,false
223,125,おれ,おれ,,true
224,126,おろ-す,おろ,す,true
225,126,おろし,おろし,,true
226,127,オン,オン,,false
227,127,イン,イン,,false
228,127,おと,おと,,true
229,127,ね,ね,,true
230,128,オン,オン,,false
231,129,オン,オン,,false
232,129,あたた-か,あたた,か,true
233,129,あたた-かい,あたた,かい,true
234,129,あたた-まる,あたた,まる,true
235,129,あたた-める,あたた,める,true
236,130,オン,オン,,false
237,130,おだ-やか,おだ,やか,true
238,131,カ,カ,,false
239,131,ゲ,ゲ,,false
240,131,した,した,,true
241,131,しも,しも,,true
242,131,もと,もと,,true
243,131,さ-げる,さ,げる,true
244,131,さ-がる,さ,がる,true
245,131,くだ-る,くだ,る,true
246,131,くだ-す,くだ,す,true
247,131,くだ-さる,くだ,さる,true
248,131,お-ろす,お,ろす,true
249,131,お-りる,お,りる,true
250,132,カ,カ,,false
251,132,ケ,ケ,,false
252,132,ば-ける,ば,ける,true
253,132,ば-かす,ば,かす,true
254,133,カ,カ,,false
255,133,ひ,ひ,,true
256,133,ほ,ほ,,true
257,134,カ,カ,,false
258,134,くわ-える,くわ,える,true
259,134,くわ-わる,くわ,わる,true
260,135,カ,カ,,false
261,136,カ,カ,,false
262,136,ケ,ケ,,false
263,136,かり,かり,,true
264,137,カ,カ,,false
265,137,なに,なに,,true
266,137,なん,なん,,true
267,138,カ,カ,,false
268,138,はな,はな,,true
269,139,カ,カ,,false
270,140,カ,カ,,false
271,140,あたい,あたい,,true
272,141,カ,カ,,false
273,141,は-たす,は,たす,true
274,141,は-てる,は,てる,true
275,141,は-て,は,て,true
276,142,カ,カ,,false
277,142,かわ,かわ,,true
278,143,カ,カ,,false
279,144,カ,カ,,false
280,145,カ,カ,,false
281,145,か-ける,か,ける,true
282,145,か-かる,か,かる,true
283,146,カ,カ,,false
284,146,ゲ,ゲ,,false
285,146,なつ,なつ,,true
286,147,カ,カ,,false
287,147,ケ,ケ,,false
288,147,いえ,いえ,,true
289,147,や,や,,true
290,148,カ,カ,,false
291,148,に,に,,true
292,149,カ,カ,,false
293,149,ケ,ケ,,false
294,149,はな,はな,,true
295,150,カ,カ,,false
296,151,カ,カ,,false
297,152,カ,カ,,false
298,152,うず,うず,,true
299,153,カ,カ,,false
300,153,す-ぎる,す,ぎる,true
301,153,す-ごす,す,ごす,true
302,153,あやま-つ,あやま,つ,true
303,153,あやま-ち,あやま,ち,true
304,154,カ,カ,,false
305,154,よめ,よめ,,true
306,154,とつ-ぐ,とつ,ぐ,true
307,155,カ,カ,,false
308,155,ひま,ひま,,true
309,156,カ,カ,,false
310,157,カ,カ,,false
311,157,くつ,くつ,,true
312,158,カ,カ,,false
313,159,カ,カ,,false
314,159,うた,うた,,true
315,159,うた-う,うた,う,true
316,160,カ,カ,,false
317,161,カ,カ,,false
318,161,かせ-ぐ,かせ,ぐ,true
319,162,カ,カ,,false
320,163,か,か,,true
321,164,ガ,ガ,,false
322,164,ゲ,ゲ,,false
323,164,きば,きば,,true
324,165,ガ,ガ,,false
325,165,かわら,かわら,,true
326,166,ガ,ガ,,false
327,166,われ,われ,,true
328,166,わ,わ,,true
329,167,ガ,ガ,,false
330,167,カク,カク,,false
331,168,ガ,ガ,,false
332,168,め,め,,true
333,169,ガ,ガ,,false
334,170,ガ,ガ,,false
335,171,ガ,ガ,,false
336,172,カイ,カイ,,false
337,173,カイ,カイ,,false
338,173,エ,エ,,false
339,173,まわ-る,まわ,る,true
340,173,まわ-す,まわ,す,true
341,174,カイ,カイ,,false
342,174,はい,はい,,true
343,175,カイ,カイ,,false
344,175,エ,エ,,false
345,175,あ-う,あ,う,true
346,176,カイ,カイ,,false
347,176,こころよ-い,こころよ,い,true
348,177,カイ,カイ,,false
349,177,いまし-める,いまし,める,true
350,178,カイ,カイ,,false
351,178,あらた-める,あらた,める,true
352,178,あらた-まる,あらた,まる,true
353,179,カイ,カイ,,false
354,179,あや-しい,あや,しい,true
355,179,あや-しむ,あや,しむ,true
356,180,カイ,カイ,,false
357,181,カイ,カイ,,false
358,181,く-いる,く,いる,true
359,181,く-やむ,く,やむ,true
360,181,くや-しい,くや,しい,true
361,182,カイ,カイ,,false
362,182,うみ,うみ,,true
363,183,カイ,カイ,,false
364,184,カイ,カイ,,false
365,184,みな,みな,,true
366,185,カイ,カイ,,false
367,186,カイ,カイ,,false
368,186,エ,エ,,false
369,187,カイ,カイ,,false
370,187,ひら-く,ひら,く,true
371,187,ひら-ける,ひら,ける,true
372,187,あ-く,あ,く,true
373,187,あ-ける,あ,ける,true
374,188,カイ,カイ,,false
375,189,カイ,カイ,,false
376,189,かたまり,かたまり,,true
377,190,カイ,カイ,,false
378,191,カイ,カイ,,false
379,191,ゲ,ゲ,,false
380,191,と-く,と,く,true
381,191,と-かす,と,かす,true
382,191,と-ける,と,ける,true
383,192,カイ,カイ,,false
384,192,つぶ-す,つぶ,す,true
385,192,つぶ-れる,つぶ,れる,true
386,193,カイ,カイ,,false
387,193,こわ-す,こわ,す,true
388,193,こわ-れる,こわ,れる,true
389,194,カイ,カイ,,false
390,194,ふところ,ふところ,,true
391,194,なつ-かしい,なつ,かしい,true
392,194,なつ-かしむ,なつ,かしむ,true
393,194,なつ-く,なつ,く,true
394,194,なつ-ける,なつ,ける,true
395,195,カイ,カイ,,false
396,196,かい,かい,,true
397,197,ガイ,ガイ,,false
398,197,ゲ,ゲ,,false
399,197,そと,そと,,true
400,197,ほか,ほか,,true
401,197,はず-す,はず,す,true
402,197,はず-れる,はず,れる,true
403,198,ガイ,ガイ,,false
404,199,ガイ,ガイ,,false
405,200,ガイ,ガイ,,false
406,200,がけ,がけ,,true
407,201,ガイ,ガイ,,false
408,202,ガイ,ガイ,,false
409,202,カイ,カイ,,false
410,202,まち,まち,,true
411,203,ガイ,ガイ,,false
412,204,ガイ,ガイ,,false
413,204,ふた,ふた,,true
414,205,ガイ,ガイ,,false
415,206,ガイ,ガイ,,false
416,207,ガイ,ガイ,,false
417,208,かき,かき,,true
418,209,かき,かき,,true
419,210,カク,カク,,false
420,210,おのおの,おのおの,,true
421,211,カク,カク,,false
422,211,かど,かど,,true
423,211,つの,つの,,true
424,212,カク,カク,,false
425,213,カク,カク,,false
426,213,かわ,かわ,,true
427,214,カク,カク,,false
428,214,コウ,コウ,,false
429,215,カク,カク,,false
430,216,カク,カク,,false
431,216,から,から,,true
432,217,カク,カク,,false
433,218,カク,カク,,false
434,218,おぼ-える,おぼ,える,true
435,218,さ-ます,さ,ます,true
436,218,さ-める,さ,める,true
437,219,カク,カク,,false
438,220,カク,カク,,false
439,220,へだ-てる,へだ,てる,true
440,220,へだ-たる,へだ,たる,true
441,221,カク,カク,,false
442,222,カク,カク,,false
443,222,たし-か,たし,か,true
444,222,たし-かめる,たし,かめる,true
445,223,カク,カク,,false
446,223,え-る,え,る,true
447,224,カク,カク,,false
448,225,カク,カク,,false
449,226,ガク,ガク,,false
450,226,まな-ぶ,まな,ぶ,true
451,227,ガク,ガク,,false
452,227,たけ,たけ,,true
453,228,ガク,ガク,,false
454,228,ラク,ラク,,false
455,228,たの-しい,たの,しい,true
456,228,たの-しむ,たの,しむ,true
457,229,ガク,ガク,,false
458,229,ひたい,ひたい,,true
459,230,ガク,ガク,,false
460,230,あご,あご,,true
461,231,か-ける,か,ける,true
462,231,か-かる,か,かる,true
463,231,かかり,かかり,,true
464,232,かた,かた,,true
465,233,カツ,カツ,,false
466,234,カツ,カツ,,false
467,235,カツ,カツ,,false
468,236,カツ,カツ,,false
469,236,かわ-く,かわ,く,true
470,237,カツ,カツ,,false
471,237,わ-る,わ,る,true
472,237,わり,わり,,true
473,237,わ-れる,わ,れる,true
474,237,さ-く,さ,く,true
475,238,カツ,カツ,,false
476,238,くず,くず,,true
477,239,カツ,カツ,,false
478,239,コツ,コツ,,false
479,239,すべ-る,すべ,る,true
480,239,なめ-らか,なめ,らか,true
481,240,カツ,カツ,,false
482,241,カツ,カツ,,false
483,242,か-つ,か,つ,true
484,243,かぶ,かぶ,,true
485,244,かま,かま,,true
486,245,かま,かま,,true
487,246,か-る,か,る,true
488,247,カン,カン,,false
489,247,ほ-す,ほ,す,true
490,247,ひ-る,ひ,る,true
491,248,カン,カン,,false
492,249,カン,カン,,false
493,249,あま-い,あま,い,true
494,249,あま-える,あま,える,true
495,249,あま-やかす,あま,やかす,true
496,250,カン,カン,,false
497,250,あせ,あせ,,true
498,251,カン,カン,,false
499,252,カン,カン,,false
500,253,カン,カン,,false
501,253,きも,きも,,true
502,254,カン,カン,,false
503,255,カン,カン,,false
504,255,かんむり,かんむり,,true
505,256,カン,カン,,false
506,256,ま-く,ま,く,true
507,256,まき,まき,,true
508,257,カン,カン,,false
509,258,カン,カン,,false
510,258,おちい-る,おちい,る,true
511,258,おとしい-れる,おとしい,れる,true
512,259,カン,カン,,false
513,259,かわ-く,かわ,く,true
514,259,かわ-かす,かわ,かす,true
515,260,カン,カン,,false
516,261,カン,カン,,false
517,261,わずら-う,わずら,う,true
518,262,カン,カン,,false
519,262,つらぬ-く,つらぬ,く,true
520,263,カン,カン,,false
521,263,さむ-い,さむ,い,true
522,264,カン,カン,,false
523,265,カン,カン,,false
524,265,た-える,た,える,true
525,266,カン,カン,,false
526,266,か-える,か,える,true
527,266,か-わる,か,わる,true
528,267,カン,カン,,false
529,268,カン,カン,,false
530,269,カン,カン,,false
531,270,カン,カン,,false
532,270,ケン,ケン,,false
533,270,あいだ,あいだ,,true
534,270,ま,ま,,true
535,271,カン,カン,,false
536,272,カン,カン,,false
537,272,すす-める,すす,める,true
538,273,カン,カン,,false
539,274,カン,カン,,false
540,274,みき,みき,,true
541,275,カン,カン,,false
542,276,カン,カン,,false
543,277,カン,カン,,false
544,277,な-れる,な,れる,true
545,277,な-らす,な,らす,true
546,278,カン,カン,,false
547,278,くだ,くだ,,true
548,279,カン,カン,,false
549,279,せき,せき,,true
550,279,かか-わる,かか,わる,true
551,280,カン,カン,,false
552,281,カン,カン,,false
553,282,カン,カン,,false
554,282,ゆる-い,ゆる,い,true
555,282,ゆる-やか,ゆる,やか,true
556,282,ゆる-む,ゆる,む,true
557,282,ゆる-める,ゆる,める,true
558,283,カン,カン,,false
559,284,カン,カン,,false
560,285,カン,カン,,false
561,285,やかた,やかた,,true
562,286,カン,カン,,false
563,287,カン,カン,,false
564,288,カン,カン,,false
565,289,カン,カン,,false
566,290,カン,カン,,false
567,291,カン,カン,,false
568,291,かんが-みる,かんが,みる,true
569,292,ガン,ガン,,false
570,292,まる,まる,,true
571,292,まる-い,まる,い,true
572,292,まる-める,まる,める,true
573,293,ガン,ガン,,false
574,293,ふく-む,ふく,む,true
575,293,ふく-める,ふく,める,true
576,294,ガン,ガン,,false
577,294,きし,きし,,true
578,295,ガン,ガン,,false
579,295,いわ,いわ,,true
580,296,ガン,ガン,,false
581,297,ガン,ガン,,false
582,297,ゲン,ゲン,,false
583,297,まなこ,まなこ,,true
584,298,ガン,ガン,,false
585,299,ガン,ガン,,false
586,299,かお,かお,,true
587,300,ガン,ガン,,false
588,300,ねが-う,ねが,う,true
589,301,キ,キ,,false
590,301,くわだ-てる,くわだ,てる,true
591,302,キ,キ,,false
592,303,キ,キ,,false
593,303,あぶ-ない,あぶ,ない,true
594,303,あや-うい,あや,うい,true
595,303,あや-ぶむ,あや,ぶむ,true
596,304,キ,キ,,false
597,304,つくえ,つくえ,,true
598,305,キ,キ,,false
599,305,ケ,ケ,,false
600,306,キ,キ,,false
601,307,キ,キ,,false
602,308,キ,キ,,false
603,308,い-む,い,む,true
604,308,い-まわしい,い,まわしい,true
605,309,キ,キ,,false
606,310,キ,キ,,false
607,311,キ,キ,,false
608,311,いの-る,いの,る,true
609,312,キ,キ,,false
610,313,キ,キ,,false
611,314,キ,キ,,false
612,315,キ,キ,,false
613,315,すで-に,すで,に,true
614,316,キ,キ,,false
615,316,しる-す,しる,す,true
616,317,キ,キ,,false
617,317,お-きる,お,きる,true
618,317,お-こる,お,こる,true
619,317,お-こす,お,こす,true
620,318,キ,キ,,false
621,318,う-える,う,える,true
622,319,キ,キ,,false
623,319,おに,おに,,true
624,320,キ,キ,,false
625,320,かえ-る,かえ,る,true
626,320,かえ-す,かえ,す,true
627,321,キ,キ,,false
628,321,もと,もと,,true
629,321,もとい,もとい,,true
630,322,キ,キ,,false
631,322,よ-る,よ,る,true
632,322,よ-せる,よ,せる,true
633,323,キ,キ,,false
634,324,キ,キ,,false
635,324,かめ,かめ,,true
636,325,キ,キ,,false
637,325,よろこ-ぶ,よろこ,ぶ,true
638,326,キ,キ,,false
639,326,いく,いく,,true
640,327,キ,キ,,false
641,328,キ,キ,,false
642,328,ゴ,ゴ,,false
643,329,キ,キ,,false
644,330,キ,キ,,false
645,330,たっと-い,たっと,い,true
646,330,とうと-い,とうと,い,true
647,330,たっと-ぶ,たっと,ぶ,true
648,330,とうと-ぶ,とうと,ぶ,true
649,331,キ,キ,,false
650,332,キ,キ,,false
651,333,キ,キ,,false
652,333,はた,はた,,true
653,334,キ,キ,,false
654,334,うつわ,うつわ,,true
655,335,キ,キ,,false
656,336,キ,キ,,false
657,336,かがや-く,かがや,く,true
658,337,キ,キ,,false
659,337,はた,はた,,true
660,338,キ,キ,,false
661,339,ギ,ギ,,false
662,339,わざ,わざ,,true
663,340,ギ,ギ,,false
664,341,ギ,ギ,,false
665,341,いつわ-る,いつわ,る,true
666,341,にせ,にせ,,true
667,342,ギ,ギ,,false
668,342,あざむ-く,あざむ,く,true
669,343,ギ,ギ,,false
670,344,ギ,ギ,,false
671,344,うたが-う,うたが,う,true
672,345,ギ,ギ,,false
673,346,ギ,ギ,,false
674,346,たわむ-れる,たわむ,れる,true
675,347,ギ,ギ,,false
676,348,ギ,ギ,,false
677,349,ギ,ギ,,false
678,350,キク,キク,,false
679,351,キチ,キチ,,false
680,351,キツ,キツ,,false
681,352,キツ,キツ,,false
682,353,キツ,キツ,,false
683,353,つ-める,つ,める,true
684,353,つ-まる,つ,まる,true
685,353,つ-む,つ,む,true
686,354,キャク,キャク,,false
687,355,キャク,キャク,,false
688,355,カク,カク,,false
689,356,キャク,キャク,,false
690,356,キャ,キャ,,false
691,356,あし,あし,,true
692,357,ギャク,ギャク,,false
693,357,さか,さか,,true
694,357,さか-らう,さか,らう,true
695,358,ギャク,ギャク,,false
696,358,しいた-げる,しいた,げる,true
697,359,キュウ,キュウ,,false
698,359,ク,ク,,false
699,359,ここの,ここの,,true
700,359,ここの-つ,ここの,つ,true
701,360,キュウ,キュウ,,false
702,360,ク,ク,,false
703,360,ひさ-しい,ひさ,しい,true
704,361,キュウ,キュウ,,false
705,361,およ-ぶ,およ,ぶ,true
706,361,およ-び,およ,び,true
707,361,およ-ぼす,およ,ぼす,true
708,362,キュウ,キュウ,,false
709,362,ゆみ,ゆみ,,true
710,363,キュウ,キュウ,,false
711,363,おか,おか,,true
712,364,キュウ,キュウ,,false
713,365,キュウ,キュウ,,false
714,365,やす-む,やす,む,true
715,365,やす-まる,やす,まる,true
716,365,やす-める,やす,める,true
717,366,キュウ,キュウ,,false
718,366,す-う,す,う,true
719,367,キュウ,キュウ,,false
720,367,く-ちる,く,ちる,true
721,368,キュウ,キュウ,,false
722,368,うす,うす,,true
723,369,キュウ,キュウ,,false
724,369,もと-める,もと,める,true
725,370,キュウ,キュウ,,false
726,370,きわ-める,きわ,める,true
727,371,キュウ,キュウ,,false
728,371,な-く,な,く,true
729,372,キュウ,キュウ,,false
730,372,いそ-ぐ,いそ,ぐ,true
731,373,キュウ,キュウ,,false
732,374,キュウ,キュウ,,false
733,375,キュウ,キュウ,,false
734,375,グウ,グウ,,false
735,375,ク,ク,,false
736,375,みや,みや,,true
737,376,キュウ,キュウ,,false
738,376,すく-う,すく,う,true
739,377,キュウ,キュウ,,false
740,377,たま,たま,,true
741,378,キュウ,キュウ,,false
742,379,キュウ,キュウ,,false
743,379,か-ぐ,か,ぐ,true
744,380,キュウ,キュウ,,false
745,380,きわ-める,きわ,める,true
746,380,きわ-まる,きわ,まる,true
747,381,ギュウ,ギュウ,,false
748,381,うし,うし,,true
749,382,キョ,キョ,,false
750,382,コ,コ,,false
751,382,さ-る,さ,る,true
752,383,キョ,キョ,,false
753,384,キョ,キョ,,false
754,384,い-る,い,る,true
755,385,キョ,キョ,,false
756,385,こば-む,こば,む,true
757,386,キョ,キョ,,false
758,386,コ,コ,,false
759,387,キョ,キョ,,false
760,387,あ-げる,あ,げる,true
761,387,あ-がる,あ,がる,true
762,388,キョ,キョ,,false
763,388,コ,コ,,false
764,389,キョ,キョ,,false
765,389,ゆる-す,ゆる,す,true
766,390,キョ,キョ,,false
767,391,ギョ,ギョ,,false
768,391,うお,うお,,true
769,391,さかな,さかな,,true
770,392,ギョ,ギョ,,false
771,392,ゴ,ゴ,,false
772,392,おん,おん,,true
773,393,ギョ,ギョ,,false
774,393,リョウ,リョウ,,false
775,394,キョウ,キョウ,,false
776,395,キョウ,キョウ,,false
777,395,とも,とも,,true
778,396,キョウ,キョウ,,false
779,396,さけ-ぶ,さけ,ぶ,true
780,397,キョウ,キョウ,,false
781,397,くる-う,くる,う,true
782,397,くる-おしい,くる,おしい,true
783,398,キョウ,キョウ,,false
784,398,ケイ,ケイ,,false
785,399,キョウ,キョウ,,false
786,400,キョウ,キョウ,,false
787,400,ク,ク,,false
788,400,そな-える,そな,える,true
789,400,とも,とも,,true
790,401,キョウ,キョウ,,false
791,402,キョウ,キョウ,,false
792,403,キョウ,キョウ,,false
793,404,キョウ,キョウ,,false
794,404,はさ-む,はさ,む,true
795,404,はさ-まる,はさ,まる,true
796,405,キョウ,キョウ,,false
797,405,せま-い,せま,い,true
798,405,せば-める,せば,める,true
799,405,せば-まる,せば,まる,true
800,406,キョウ,キョウ,,false
801,406,おそ-れる,おそ,れる,true
802,406,おそ-ろしい,おそ,ろしい,true
803,407,キョウ,キョウ,,false
804,407,うやうや-しい,うやうや,しい,true
805,408,キョウ,キョウ,,false
806,408,むね,むね,,true
807,408,むな,むな,,true
808,409,キョウ,キョウ,,false
809,409,おびや-かす,おびや,かす,true
810,409,おど-す,おど,す,true
811,409,おど-かす,おど,かす,true
812,410,キョウ,キョウ,,false
813,410,ゴウ,ゴウ,,false
814,410,つよ-い,つよ,い,true
815,410,つよ-まる,つよ,まる,true
816,410,つよ-める,つよ,める,true
817,410,し-いる,し,いる,true
818,411,キョウ,キョウ,,false
819,411,おし-える,おし,える,true
820,411,おそ-わる,おそ,わる,true
821,412,キョウ,キョウ,,false
822,412,ゴウ,ゴウ,,false
823,413,キョウ,キョウ,,false
824,413,ケイ,ケイ,,false
825,413,さかい,さかい,,true
826,414,キョウ,キョウ,,false
827,414,はし,はし,,true
828,415,キョウ,キョウ,,false
829,415,た-める,た,める,true
830,416,キョウ,キョウ,,false
831,416,かがみ,かがみ,,true
832,417,キョウ,キョウ,,false
833,417,ケイ,ケイ,,false
834,417,きそ-う,きそ,う,true
835,417,せ-る,せ,る,true
836,418,キョウ,キョウ,,false
837,418,ひび-く,ひび,く,true
838,419,キョウ,キョウ,,false
839,419,おどろ-く,おどろ,く,true
840,419,おどろ-かす,おどろ,かす,true
841,420,ギョウ,ギョウ,,false
842,420,コウ,コウ,,false
843,420,あお-ぐ,あお,ぐ,true
844,420,おお-せ,おお,せ,true
845,421,ギョウ,ギョウ,,false
846,421,あかつき,あかつき,,true
847,422,ギョウ,ギョウ,,false
848,422,ゴウ,ゴウ,,false
849,422,わざ,わざ,,true
850,423,ギョウ,ギョウ,,false
851,423,こ-る,こ,る,true
852,423,こ-らす,こ,らす,true
853,424,キョク,キョク,,false
854,424,ま-がる,ま,がる,true
855,424,ま-げる,ま,げる,true
856,425,キョク,キョク,,false
857,426,キョク,キョク,,false
858,426,ゴク,ゴク,,false
859,426,きわ-める,きわ,める,true
860,426,きわ-まる,きわ,まる,true
861,426,きわ-み,きわ,み,true
862,427,ギョク,ギョク,,false
863,427,たま,たま,,true
864,428,キン,キン,,false
865,429,キン,キン,,false
866,430,キン,キン,,false
867,431,キン,キン,,false
868,431,ちか-い,ちか,い,true
869,432,キン,キン,,false
870,432,コン,コン,,false
871,432,かね,かね,,true
872,432,かな,かな,,true
873,433,キン,キン,,false
874,434,キン,キン,,false
875,434,ゴン,ゴン,,false
876,434,つと-める,つと,める,true
877,434,つと-まる,つと,まる,true
878,435,キン,キン,,false
879,435,こと,こと,,true
880,436,キン,キン,,false
881,436,すじ,すじ,,true
882,437,キン,キン,,false
883,437,わず-か,わず,か,true
884,438,キン,キン,,false
885,439,キン,キン,,false
886,440,キン,キン,,false
887,440,にしき,にしき,,true
888,441,キン,キン,,false
889,441,つつし-む,つつし,む,true
890,442,キン,キン,,false
891,442,えり,えり,,true
892,443,ギン,ギン,,false
893,444,ギン,ギン,,false
894,445,ク,ク,,false
895,446,ク,ク,,false
896,447,ク,ク,,false
897,447,くる-しい,くる,しい,true
898,447,くる-しむ,くる,しむ,true
899,447,くる-しめる,くる,しめる,true
900,447,にが-い,にが,い,true
901,447,にが-る,にが,る,true
